id,gods_name_id,lang,name,short_meaning_key,short_meaning_val,meanings_key,meanings_val
464,282,id,Al-Quddūs (Mahasuci),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Al-Quddūs: Yang diagungkan dan disucikan dari seluruh sifat kekurangan, dan dari disamai oleh setiap makhluk.</p>",Arti,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
465,282,zh,神圣的,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">神圣的：伟大的、没有任何瑕疵的，没有任何被造物可以比拟。</p>",意义,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
466,282,bn,আল-কুদ্দূস (মহা পবিত্র),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">আল-কুদ্দূস (মহা পবিত্র): দুর্বলতা ও যাবতীয় অপূর্ণতার দোষ থেকে এবং কোন মাখলুক তার সদৃশ হওয়া থেকে তিনি মহা পবিত্র।</p>",অর্থ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
469,283,pt,O Pacífico (As-Salam),O Significado Curto,"<p class=""ql-direction-rtl ql-align-right"">O Pacífico: livre de toda imperfeição, desgraça e defeito.</p>",Significadas,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span> </span></p>"
470,283,ur,نقائص اور عیوب سے پاک,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">نقائص و عیوب سے پاک : وہ ذات، جو ہر نقص، آفت اور عیب سے پاک ہو۔</p>",مطلب,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
471,283,ru,"Ас-Салям (Пречистый, Свободный от всего неподобающего)",المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Ас-Салям: Свободный от любых пороков, изъянов и недостатков.</p>",Значение,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
472,283,hi,अस-सलाम (दोषरहित),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">अस-सलाम (दोषरहित) : हर कमी, त्रुटि और दोष से पाक।</p>",अर्थ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
473,283,fa,السلام,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">سلام: سالم از هرگونه نقص و آفت و عیب.</p>",معنی,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
474,283,id,As-Salām (Mahasejahtera),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">As-Salām: Yang selamat dari semua kekurangan, cacat, dan aib.</p>",Arti,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
475,283,zh,平安的,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">平安的：平安没有任何缺点、残疾和毛病。</p>",意义,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
476,283,bn,"আস-সালাম (নিরাপত্তা-দানকারী, শান্তি-দানকারী)",المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">আস-সালাম (নিরাপত্তা-দানকারী, শান্তি-দানকারী): যিনি সর্ব প্রকার দুর্বলতা, দোষ ও ত্রুটি-বিচ্যুতি থেকে পবিত্র।</p>",অর্থ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
479,284,pt,O Predominante: (Al-Muhaimin),O Significado Curto,"<p class=""ql-direction-rtl ql-align-right"">O Predominante: é aquele que mantém e controla a criatura, se manifesta sobre eles, aquele que Seu conhecimento abrange todas as coisas.</p>",Significadas,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span> </span></p>"
480,284,ur,نگہبان,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">المُهَيْمِن (نگہبان) : وہ ذات جو مخلوق کی نگہبان، حاکم، انھیں اپنے حساب سے چلانے والی اور ان کی پوری خبر رکھنے والی ہے۔</p>",مطلب,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
481,284,ru,Аль-Мухаймин (Хранитель),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Аль-Мухаймин: главенствующий над творениями, распоряжающийся и управляющий ими, объемлющий всё Своим знанием.</p>",Значение,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
482,284,hi,"अल-मुहैमिन (शासक,संरक्षक, संचालक, ज्ञाता )",المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">अल-मुहैमिन (शासक,संरक्षक, संचालक, ज्ञाता ) : सृष्टियों की निगरानी करने वाला, उनका वास्तविक शासनकर्ता और उनपर अपना आदेश चलाने वाला, जिसने हर चीज़ को अपने ज्ञान के दायरे में ले रखा है।</p>",अर्थ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
483,284,fa,مُهَیمِن,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">مُهَیمِن: آنکه قائم بر [امور] خلق و حاکم بر آنان است و [هر طور بخواهد] در [امر] آنان تصرف می کند و با علم خود بر هر چیزی احاطه دارد.</p>",معنی,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
484,284,id,Al-Muhaimin (Maha Memelihara),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Al-Muhaimin: Pengurus seluruh makhluk dan pemutus perkara di antara mereka; Pemelihara dan pengatur mereka; Pemilik ilmu yang meliputi segala sesuatu.</p>",Arti,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
485,284,zh,掌控的主,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">掌控的主：站在众生之上，统治者他们，安排他们事务，周知一切。</p>",意义,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
486,284,bn,আল-মুহাইমিন (পরিপূর্ণ রক্ষণাবেক্ষণকারী),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">আল-মুহাইমিন (পরিপূর্ণ রক্ষণাবেক্ষণকারী): মাখলুকের তত্বাবধায়ক, তাদের নিয়ন্ত্রক এবং তাদের পরিচালক, যিনি প্রতিটি বস্তুকে তার ইলম দ্বারা পরিবেষ্টিত করে রেখেছেন।</p>",অর্থ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
489,285,pt,O Supremo (Al-Aziz),O Significado Curto,"<p class=""ql-direction-rtl ql-align-right"">O Supremo: aquele que tem supremacia completa, aquele que tem domínio de tudo através do Seu poder de força, o poder da independência e seu poder de impedimento.</p>",Significadas,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span> </span></p>"
490,285,ur,غالب,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">العزيزُ (غالب) : وہ ذات جو کامل عزت کی مالک ہو اور اپنی طاقت و قوت اور بالادستی کی بنا پر ہر چیز پر غالب ہو۔</p>",مطلب,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
491,285,ru,Аль-‘Азиз (Могущественный),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Аль-‘Азиз: Обладающий абсолютным могуществом, одолевающий всё помимо Него Самого Своей силой, властью и непобедимостью.</p>",Значение,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
492,285,hi,अल- अ'ज़ीज़ (अत्यंत प्रभावशाली),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">अल- अ'ज़ीज़ (अत्यंत प्रभावशाली) : जो संपूर्ण प्रतिष्ठा तथा शक्ति का मालिक है तथा जिसकी शक्ति और आधिपत्य के सामने हर चीज़ नतमस्तक है।</p>",अर्थ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
493,285,fa,العَزیز,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">عزیز: آن که دارای عزت کامل است و هر که جز خود را با قدرت و غلبه و امتناع تحت قدرت قهریهٔ خود دارد.</p>",معنی,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
494,285,id,Al-'Azīz (Mahamulia),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Al-'Azīz: Pemilik kemuliaan yang sempurna dan Yang mengalahkan selain diri-Nya dengan kekuatan-Nya, keperkasaan-Nya, dan ketahanan-Nya.</p>",Arti,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
495,285,zh,强胜的主,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">强胜的主：他具有完美的能力，以他的力量、强胜和阻挡力掌控着一切。</p>",意义,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
496,285,bn,"আল-আযীয (পরাক্রমশালী, অপরাজেয়)",المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">আল-আযীয (পরাক্রমশালী, অপরাজেয়): যার জন্য রয়েছে পরিপূর্ণ সম্মান। যিনি নিজেকে ছাড়া বাকী সবকিছুকে তার শক্তি, ক্ষমতা ও অধিকার দিয়ে করায়ত্ব করে রেখেছেন।</p>",অর্থ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
499,286,pt,O Transcendente (Al-Jabbar),O Significado Curto,"<p class=""ql-direction-rtl ql-align-right"">O Transcendente: o Superior sobre a sua criatura, aquele que tem domínio de todas as coisas, aquele que todas coisas se submetem a Ele, e todas coisas se rebaixam a Ele, e aquele que consola quem se volta a Ele.</p>",Significadas,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span> </span></p>"
500,286,ur,زور آور,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">الجَبَّار (زور آور) : وہ ذات جو اپنی مخلوق سے بالا و برتر ہو، ہر چیز پر غالب ہو، ہر چیز اس کی فرماں برداری کرتی اور اس کے آگے جھکتی ہو اور جو بھی اس کی پناہ میں آئے اس کی تسلی کا سامان کرتی ہو۔</p>",مطلب,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
501,286,ru,Аль-Джаббар (Могучий),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Аль-Джаббар: Возвысившийся над творениями, Обладающий властью над всем сущим, Тот, Кому подчинено всё и Кому покоряется всё, Тот, Кто защищает и поддерживает того, кто обращается к Нему за защитой.</p>",Значение,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
502,286,hi,"अल-जब्बार (सर्वोच्च, अधिपति, दयावान)",المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">अल-जब्बार (सर्वोच्च, अधिपति, दयावान) : अपनी सृष्टि से ऊँचा और जिसको हर चीज़ पर पूर्ण आधिपत्य एवं एकाधिकार प्राप्त है, जिसके सामने हर चीज़ झुकी है और जो अपने यहाँ शरण लेने वाले का हर दुख दूर करता है।</p>",अर्थ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
503,286,fa,الجَبّار,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">الَجّبار: آنکه بر آفریدگانش برتر و بالاتر است و هر چیز در پیشگاه او خاکسار است و همه چیز به زیر سلطهٔ اوست و شکستگی ها و زخم های هر کس به او پناه آورد را درمان کند.</p>",معنی,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
504,286,id,Al-Jabbār (Mahaperkasa),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Al-Jabbār: Yang tinggi di atas makhluk-Nya; Penguasa segala sesuatu; Yang tunduk kepada-Nya segala sesuatu; Yang melindungi dan menghibur orang yang berlindung kepada-Nya.</p>",Arti,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
505,286,zh,强大的主,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">强大的主：在众生之上，掌控一切，所有的一切都信仰他，臣服于他，不得不求助于他。</p>",意义,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
506,286,bn,আল-জাব্বার (প্রতাপশালী),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">আল-জাব্বার (প্রতাপশালী): স্বীয় মাখলুকের ওপর মহান, সবকিছুর ওপর ক্ষমতাধর সত্বা যার জন্য সবকিছু নমনীয় ও বিনয়াবলম্বনকারী। আর যে তার কাছে আশ্রয় চায় তাকে তিনি আশ্রয় দেন।</p>",অর্থ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
509,287,pt,O Supremo (Al-Mutakkabir),O Significado Curto,"<p class=""ql-direction-rtl ql-align-right"">O Supremo: O Magnífico e Grandioso acima de toda falha, imperfeição e defeito, pela Sua perfeição e majestade.</p>",Significadas,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span> </span></p>"
510,287,ur,بڑائی والا,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">المُتَكَبِّر (بڑائی والا) : وہ ذات جو اس قدر کامل اور صاحب جلال ہے کہ ہر برائی، نقص اور عیب سے برتر و بالا ہے۔</p>",مطلب,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
511,287,ru,"Аль-Мутакаббир (Величавый, Горделивый)",المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Аль-Мутакаббир: Возвышенный, Свободный в Своём величии от всего скверного, от изъянов и пороков, в силу присущего Ему совершенства и величия.</p>",Значение,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
512,287,hi,अल-मुतकब्बिर ( बड़ाई वाला एवं बुराई कमी और दोष से परे),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">बड़ाई वाला एवं बुराई कमी और दोष से परे : जो अपनी संपूर्णता और प्रताप के कारण महान तथा हर बुराई, कमी और दोष से परे हो।</p>",अर्थ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
513,287,fa,مُتَکبّر,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">مُتکبّر: آنکه به سبب کمال و جلالش، خود را از هر بدی و نقص و عیبی والاتر و بزرگتر می داند. </p>",معنی,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
514,287,id,Al-Mutakabbir (Mahatakabur),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Al-Mutakabbir: Mahatinggi dan Mahaagung dari berbagai keburukan, kekurangan, dan cacat karena kesempurnaan dan kemulian-Nya.</p>",Arti,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
515,287,zh,尊大的,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">尊大的：他是崇高伟大的，具有一切完美尊严的，超越一切恶、缺陷和不足。</p>",意义,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
516,287,bn,আল-মুতাকাব্বির (নিরঙ্কুশ শ্রেষ্ঠত্বের অধিকারী),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">আল-মুতাকাব্বির (নিরঙ্কুশ শ্রেষ্ঠত্বের অধিকারী): যিনি তার পূর্ণতা ও মহিমান্বিত হওয়ার কারণে অকল্যাণ, অপূর্ণতা, দুর্বলতা ও দোষত্রৃটির উর্ধ্বে।</p>",অর্থ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
519,288,pt,O Criador (Al-Kháliq),O Significado Curto,"<p class=""ql-direction-rtl ql-align-right"">O Criador: Aquele que fez existir inicialmente as coisas sem haver existido nada antes dela.</p>",Significadas,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span> </span></p>"
520,288,ur,خالق,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">خالق : جس نے کسی نمونے کے بغیر ساری چیزوں کو وجود بخشا ہے۔</p>",مطلب,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
521,288,ru,Аль-Халик (Творец),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Аль-Халик: Сотворивший всё сущее и создавший их без какого-либо образца и лекала.</p>",Значение,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
522,288,hi,अल-ख़ालिक़ (सृष्टिकर्ता),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">सृष्टिकर्ता : बिना किसी नमूने के सारी वस्तुओं को अस्तित्व प्रदान करने वाला और पैदा करने वाला।</p>",अर्थ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
523,288,fa,خالق (آفریدگار),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">خالق: پدید آورندهٔ اشیا و مخترع آن بدون مثال پیشین.</p>",معنی,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
524,288,id,Al-Khāliq (Maha Pencipta),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Al-Khāliq: Pencipta dan pembuat segala sesuatu tanpa ada contoh sebelumnya.</p>",Arti,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
525,288,zh,创造者,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">创造者：创造万物，使他们从无到有。</p>",意义,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
526,288,bn,আল-খালিক (সৃষ্টিকর্তা),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">আল-খালিক (সৃষ্টিকর্তা): পূর্বে কোন দৃষ্টান্ত ছাড়া সবকিছুর আবিষ্কারক ও অস্তিত্বদানকারী।</p>",অর্থ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
529,289,pt,,,,,
530,289,ur,,,,,
531,289,ru,,,,,
532,289,hi,,,,,
533,289,fa,,,,,
534,289,id,,,,,
535,289,zh,,,,,
536,289,bn,,,,,
539,290,pt,O Dadivador (Al-Wahab),O Significado Curto,"<p class=""ql-direction-rtl ql-align-right"">O Dadivador: Aquele que dá em demasia e presenteia, Aquele que Sua generosidade abrange por inteiro as criaturas.</p>",Significadas,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span>  </span></p>"
540,290,ur,بہت زیادہ دینے والا,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">الوَهَّاب (بہت زیادہ دینے والا) : جو بڑے پیمانے پر نوازنے والا اور عطا کرنے والا ہے اور جس کی نوازش اور سخاوت سے ساری کائنات مستفید ہو رہی ہے۔</p>",مطلب,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
541,290,ru,"Аль-Ваххаб (Дарующий, Даритель)",المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">ль-Ваххаб: щедро и обильно дарующий, Объемлющий Своей щедростью все творения.</p>",Значение,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
542,290,hi,अल-वह्हाब (बहुत ज़्यादा प्रदान करने वाला),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">बहुत ज़्यादा प्रदान करने वाला : अत्यधिक दानशील, जिसकी दानशीलता का कर्णधार कायनात का कण-कण है। </p>",अर्थ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
543,290,fa,وَهّاب,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">وَهاب: آنکه عطایا و هدایایش فراگیر است و کَرَم و بخشش او همهٔ کائنات را در بر گرفته است.</p>",معنی,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
544,290,id,Al-Wahhāb (Maha Pemberi),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Al-Wahhāb: Pemilik karunia dan pemberian yang mahaluas dan pemilik kebaikan dan kedermawanan yang meliputi seluruh makhluk.</p>",Arti,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
545,290,zh,博施的主,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">博施的主：真主是广泛恩赐和馈赠的主，以他的慷慨大方惠及所有的被造物。</p>",意义,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
546,290,bn,আল-ওয়াহহাব (সবকিছু দানকারী),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">আল-ওয়াহহাব (সবকিছু দানকারী): তিনি অনুদানে ও দানে ব্যাপক। যার অনুদান ও দান সমগ্র জগতকে শামিল করে।</p>",অর্থ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
549,291,pt,O Sustentador (Al-Razzaq),O Significado Curto,"<p class=""ql-direction-rtl ql-align-right"">O Sustentador: o responsável pelas provisões dos servos, que através delas há subsistência de seus corpos e corações.</p>",Significadas,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span> </span></p>"
550,291,ur,بہت زیادہ روزی دینے والا,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">الرَّزَّاق (بہت زیادہ روزی دینے والا) : وہ جس نے بندوں کو روزی دینے کا ذمہ لے رکھا ہے، جو ان کے جسمانی اور روحانی نشو و نما کے لیے بے حد ضروری ہے۔ </p>",مطلب,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span> </span></p>"
551,291,ru,"Ар-Раззак (Дарующий удел, Наделяющий)",المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""> Ар-Раззак: Обеспечивающий Своих рабов уделом, без которого не обойтись их сердцам и телам.</p>",Значение,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
552,291,hi,अर-रज़्ज़ाक़ (रोज़ी देने वाला),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">रोज़ी देने वाला : जो बंदों को रोज़ी देने का जमानतदार है, जो उनके दिलों और शरीरों की क्रियाशीलता के लिए अति आवश्यक है।</p>",अर्थ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
553,291,fa,رَزّاق,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">رَزّاق: آنکه روزی بندگان را که استواری دلها و بدنهایشان بدان وابسته است، بر عهده گرفته است.</p>",معنی,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
554,291,id,Ar-Razzāq (Maha Pemberi Rezeki),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Ar-Razzāq: Penjamin rezeki para hamba yang menjadi sebab baik dan hidupnya hati dan badan mereka.</p>",Arti,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
555,291,zh,赐予给养的,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">赐予给养的：给仆人提供给养的主，这些给养使他们身心得以成长。</p>",意义,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
556,291,bn,আর-রাযযাক (রিযিকদাতা),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span>আর-রাযযাক (রিযিকদাতা): বান্দাদের রিযিকের জিম্মা গ্রহণকারী যার দ্বারা তাদের দেহ ও মনের বেঁচে থাকা।</p>",অর্থ,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span> </span></p>"
559,292,pt,O Onisciente (Al-Alim),O Significado Curto,"<p class=""ql-direction-rtl ql-align-right"">O Onisciente: Aquele cujo conhecimento abrange todas as coisas.</p>",Significadas,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span> </span></p>"
560,292,ur,جاننے والا,المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span>العَلِيمُ (جاننے والا) : وہ ذات جس نے ہر چیز کو اپنے علم کے دائرے میں لے رکھا ہے۔</p>",مطلب,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span> </span></p>"
561,292,ru,Аль-‘Алим (Всезнающий),المعنى المختصر,"<p class=""ql-direction-rtl ql-align-right"">Аль-‘Алим: Охватывающий и объемлющий всё Своим знанием.</p>",Значение,"<p class=""ql-direction-rtl ql-align-right""><span class=""ql-font-vazirmatn""><span class=""ql-cursor"">﻿</span></span></p>"
